"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/27/2011","AQS","090031003","1","11.7","ug/m3 LC","49","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"01/28/2011","AQS","090031003","1","30","ug/m3 LC","89","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"01/29/2011","AQS","090031003","1","24.2","ug/m3 LC","76","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"01/30/2011","AQS","090031003","1","24.6","ug/m3 LC","77","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"01/31/2011","AQS","090031003","1","10.2","ug/m3 LC","43","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/01/2011","AQS","090031003","1","10.8","ug/m3 LC","45","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/02/2011","AQS","090031003","1","8.6","ug/m3 LC","36","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/03/2011","AQS","090031003","1","7.5","ug/m3 LC","31","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/04/2011","AQS","090031003","1","19.5","ug/m3 LC","67","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/05/2011","AQS","090031003","1","20.7","ug/m3 LC","69","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/06/2011","AQS","090031003","1","10","ug/m3 LC","42","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/07/2011","AQS","090031003","1","24.3","ug/m3 LC","77","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/08/2011","AQS","090031003","1","11.4","ug/m3 LC","48","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/09/2011","AQS","090031003","1","7.2","ug/m3 LC","30","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/10/2011","AQS","090031003","1","10.7","ug/m3 LC","45","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/11/2011","AQS","090031003","1","19.5","ug/m3 LC","67","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/12/2011","AQS","090031003","1","14.7","ug/m3 LC","56","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/13/2011","AQS","090031003","1","8.6","ug/m3 LC","36","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/14/2011","AQS","090031003","1","6.3","ug/m3 LC","26","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/15/2011","AQS","090031003","1","3.1","ug/m3 LC","13","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/17/2011","AQS","090031003","1","19.2","ug/m3 LC","66","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/18/2011","AQS","090031003","1","17.5","ug/m3 LC","62","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/19/2011","AQS","090031003","1","3","ug/m3 LC","13","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/20/2011","AQS","090031003","1","4.6","ug/m3 LC","19","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/21/2011","AQS","090031003","1","5.2","ug/m3 LC","22","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/22/2011","AQS","090031003","1","4.3","ug/m3 LC","18","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/23/2011","AQS","090031003","1","7.8","ug/m3 LC","33","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/24/2011","AQS","090031003","1","19.2","ug/m3 LC","66","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/25/2011","AQS","090031003","1","11.1","ug/m3 LC","46","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/26/2011","AQS","090031003","1","6.3","ug/m3 LC","26","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/27/2011","AQS","090031003","1","11.2","ug/m3 LC","47","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"02/28/2011","AQS","090031003","1","12.2","ug/m3 LC","51","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/01/2011","AQS","090031003","1","6","ug/m3 LC","25","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/03/2011","AQS","090031003","1","4.4","ug/m3 LC","18","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/04/2011","AQS","090031003","1","9","ug/m3 LC","38","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/05/2011","AQS","090031003","1","6.3","ug/m3 LC","26","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/06/2011","AQS","090031003","1","4.5","ug/m3 LC","19","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/07/2011","AQS","090031003","1","2.5","ug/m3 LC","10","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/08/2011","AQS","090031003","1","4.2","ug/m3 LC","18","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/09/2011","AQS","090031003","1","8","ug/m3 LC","33","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/17/2011","AQS","090031003","1","11.7","ug/m3 LC","49","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/18/2011","AQS","090031003","1","8.7","ug/m3 LC","36","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/23/2011","AQS","090031003","1","6.1","ug/m3 LC","25","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/24/2011","AQS","090031003","1","5.2","ug/m3 LC","22","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/25/2011","AQS","090031003","1","4.2","ug/m3 LC","18","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/26/2011","AQS","090031003","1","3.8","ug/m3 LC","16","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/27/2011","AQS","090031003","1","3.1","ug/m3 LC","13","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/28/2011","AQS","090031003","1","2.9","ug/m3 LC","12","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/29/2011","AQS","090031003","1","3.6","ug/m3 LC","15","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/30/2011","AQS","090031003","1","4.3","ug/m3 LC","18","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"03/31/2011","AQS","090031003","1","5.4","ug/m3 LC","23","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/01/2011","AQS","090031003","1","2.8","ug/m3 LC","12","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/02/2011","AQS","090031003","1","5","ug/m3 LC","21","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/03/2011","AQS","090031003","1","4","ug/m3 LC","17","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/04/2011","AQS","090031003","1","10.2","ug/m3 LC","43","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/05/2011","AQS","090031003","1","7.3","ug/m3 LC","30","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/06/2011","AQS","090031003","1","4.8","ug/m3 LC","20","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/07/2011","AQS","090031003","1","9","ug/m3 LC","38","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/08/2011","AQS","090031003","1","8.2","ug/m3 LC","34","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/09/2011","AQS","090031003","1","10.2","ug/m3 LC","43","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/10/2011","AQS","090031003","1","6.2","ug/m3 LC","26","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/11/2011","AQS","090031003","1","12.6","ug/m3 LC","52","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/12/2011","AQS","090031003","1","5.7","ug/m3 LC","24","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/14/2011","AQS","090031003","1","4.5","ug/m3 LC","19","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/15/2011","AQS","090031003","1","3.9","ug/m3 LC","16","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/16/2011","AQS","090031003","1","4.9","ug/m3 LC","20","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/17/2011","AQS","090031003","1","3.8","ug/m3 LC","16","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/18/2011","AQS","090031003","1","5.7","ug/m3 LC","24","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/19/2011","AQS","090031003","1","7.1","ug/m3 LC","30","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/20/2011","AQS","090031003","1","11.1","ug/m3 LC","46","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/21/2011","AQS","090031003","1","4","ug/m3 LC","17","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/22/2011","AQS","090031003","1","4.8","ug/m3 LC","20","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/23/2011","AQS","090031003","1","4.6","ug/m3 LC","19","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/24/2011","AQS","090031003","1","11","ug/m3 LC","46","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/25/2011","AQS","090031003","1","7.6","ug/m3 LC","32","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/26/2011","AQS","090031003","1","8.9","ug/m3 LC","37","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/27/2011","AQS","090031003","1","5.3","ug/m3 LC","22","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/28/2011","AQS","090031003","1","4.9","ug/m3 LC","20","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/29/2011","AQS","090031003","1","5","ug/m3 LC","21","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"04/30/2011","AQS","090031003","1","4.9","ug/m3 LC","20","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"05/01/2011","AQS","090031003","1","5.4","ug/m3 LC","23","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"05/02/2011","AQS","090031003","1","4","ug/m3 LC","17","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"05/03/2011","AQS","090031003","1","8.5","ug/m3 LC","35","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"05/04/2011","AQS","090031003","1","4.8","ug/m3 LC","20","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"05/05/2011","AQS","090031003","1","2.6","ug/m3 LC","11","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"05/06/2011","AQS","090031003","1","6.4","ug/m3 LC","27","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"05/07/2011","AQS","090031003","1","10","ug/m3 LC","42","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"05/08/2011","AQS","090031003","1","9.2","ug/m3 LC","38","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"05/09/2011","AQS","090031003","1","3.4","ug/m3 LC","14","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"05/10/2011","AQS","090031003","1","2.6","ug/m3 LC","11","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"05/11/2011","AQS","090031003","1","2.7","ug/m3 LC","11","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"05/12/2011","AQS","090031003","1","3","ug/m3 LC","13","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"05/13/2011","AQS","090031003","1","5.8","ug/m3 LC","24","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"05/14/2011","AQS","090031003","1","5.3","ug/m3 LC","22","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
"05/15/2011","AQS","090031003","1","7.6","ug/m3 LC","32","McAuliffe Park","1","100.0000","88101","PM2.5 - Local Conditions","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.7847220009374","-72.631667"
